12428,545226,2011/3/1,9:33,21578,2.25,6
12428,545226,2011/3/1,9:33,21002,4.25,3
12428,545226,2011/3/1,9:33,47599B,2.1,12
12428,545226,2011/3/1,9:33,22279,1.25,12
12428,545226,2011/3/1,9:33,21039,2.55,6
12428,545226,2011/3/1,9:33,21928,1.95,10
12428,545226,2011/3/1,9:33,21929,1.95,10
12428,545226,2011/3/1,9:33,22386,1.95,10
12428,545226,2011/3/1,9:33,85099B,1.95,10
12428,545226,2011/3/1,9:33,20750,7.95,6
12428,545226,2011/3/1,9:33,21710,4.95,4
12428,545226,2011/3/1,9:33,85014B,5.95,6
12428,545226,2011/3/1,9:33,22276,2.55,6
12428,545226,2011/3/1,9:33,84030E,4.25,8
12428,545226,2011/3/1,9:33,84849B,1.69,12
12428,545226,2011/3/1,9:33,84916,5.95,10
12428,545226,2011/3/1,9:33,84913A,4.65,8
12428,545226,2011/3/1,9:33,85053,2.1,6
12428,545226,2011/3/1,9:33,22804,2.95,6
12428,545226,2011/3/1,9:33,85123A,2.95,6
12428,545226,2011/3/1,9:33,21121,1.25,24
12428,545226,2011/3/1,9:33,21122,1.25,24
12428,545226,2011/3/1,9:33,21124,1.25,24
12428,545226,2011/3/1,9:33,85034A,4.25,4
12428,545226,2011/3/1,9:33,72801C,1.25,12
12428,545226,2011/3/1,9:33,72801D,1.25,12
12428,545226,2011/3/1,9:33,21285,2.1,12
12428,545226,2011/3/1,9:33,84569D,1.25,12
12428,545226,2011/3/1,9:33,84569B,1.25,12
12428,545226,2011/3/1,9:33,22623,4.95,3
12428,545226,2011/3/1,9:33,22637,2.55,4
12428,545226,2011/3/1,9:33,22175,2.95,6
12428,545226,2011/3/1,9:33,22176,2.95,6
12428,545226,2011/3/1,9:33,22483,2.95,6
12428,545226,2011/3/1,9:33,84584,2.55,6
12428,545226,2011/3/1,9:33,22139,4.95,3
12428,545226,2011/3/1,9:33,22957,2.95,6
12428,545226,2011/3/1,9:33,22860,1.65,6
12428,545226,2011/3/1,9:33,85213,0.85,24
12428,545226,2011/3/1,9:33,22256,1.25,12
12428,545226,2011/3/1,9:33,35916C,0.85,12
12428,545226,2011/3/1,9:33,22321,0.85,12
12428,545226,2011/3/1,9:33,35915B,1.65,6
12428,545226,2011/3/1,9:33,22270,3.75,4
12428,545226,2011/3/1,9:33,22168,8.5,2
12428,545226,2011/3/1,9:33,21524,7.95,6
12428,545226,2011/3/1,9:33,48187,6.75,20
12428,545226,2011/3/1,9:33,22690,7.95,2
12428,545226,2011/3/1,9:33,20685,7.95,2
12428,545226,2011/3/1,9:33,15058B,7.95,4
12428,545226,2011/3/1,9:33,15058A,7.95,4
12428,545226,2011/3/1,9:33,22916,0.65,12
12428,545226,2011/3/1,9:33,22917,0.65,12
12428,545226,2011/3/1,9:33,22918,0.65,12
12428,545226,2011/3/1,9:33,22919,0.65,12
12428,545226,2011/3/1,9:33,22920,0.65,12
12428,545226,2011/3/1,9:33,22921,0.65,12
12428,545226,2011/3/1,9:33,22960,4.25,6
12428,545226,2011/3/1,9:33,22961,1.45,12
12428,545226,2011/3/1,9:33,22962,0.85,12
12428,545226,2011/3/1,9:33,85049C,1.25,12
12428,545226,2011/3/1,9:33,85049D,1.25,12
12428,545226,2011/3/1,9:33,85049F,1.25,12
12428,545226,2011/3/1,9:33,84819,3.39,8
12428,545226,2011/3/1,9:33,47566,4.95,4
