12423,555161,2011/6/1,9:26,23281,0.83,12
12423,555161,2011/6/1,9:26,23204,0.85,10
12423,555161,2011/6/1,9:26,20724,0.85,10
12423,555161,2011/6/1,9:26,23084,1.79,24
12423,555161,2011/6/1,9:26,POST,15,1
12473,555162,2011/6/1,10:15,21498,0.42,25
12473,555162,2011/6/1,10:15,21499,0.42,25
12473,555162,2011/6/1,10:15,23203,2.08,10
12473,555162,2011/6/1,10:15,22082,1.65,10
12473,555162,2011/6/1,10:15,22989,3.25,6
12473,555162,2011/6/1,10:15,22907,0.85,12
12473,555162,2011/6/1,10:15,23206,1.65,10
12473,555162,2011/6/1,10:15,22895,3.25,6
12473,555162,2011/6/1,10:15,21672,1.25,12
12473,555162,2011/6/1,10:15,21673,1.25,12
12473,555162,2011/6/1,10:15,22775,1.25,12
12473,555162,2011/6/1,10:15,84755,0.65,16
12473,555162,2011/6/1,10:15,82484,7.95,2
12473,555162,2011/6/1,10:15,84879,1.69,16
12473,555162,2011/6/1,10:15,22432,1.95,6
12473,555162,2011/6/1,10:15,22433,1.95,6
12473,555162,2011/6/1,10:15,22431,1.95,6
12473,555162,2011/6/1,10:15,23010,16.95,3
12473,555162,2011/6/1,10:15,22418,0.85,24
12473,555162,2011/6/1,10:15,22328,2.95,6
12473,555162,2011/6/1,10:15,22326,2.95,6
12473,555162,2011/6/1,10:15,22556,1.65,12
12473,555162,2011/6/1,10:15,22554,1.65,12
12473,555162,2011/6/1,10:15,84077,0.29,48
12473,555162,2011/6/1,10:15,21918,0.42,24
12473,555162,2011/6/1,10:15,22741,0.85,48
12473,555162,2011/6/1,10:15,22740,0.85,48
12473,555162,2011/6/1,10:15,20981,0.85,12
12473,555162,2011/6/1,10:15,22584,2.55,6
12473,555162,2011/6/1,10:15,22813,1.95,12
12473,555162,2011/6/1,10:15,22045,0.42,25
12473,555162,2011/6/1,10:15,22704,0.42,25
12473,555162,2011/6/1,10:15,22704,0.42,25
12473,555162,2011/6/1,10:15,23233,0.42,25
12473,555162,2011/6/1,10:15,POST,18,4
12709,555282,2011/6/2,9:04,47590B,5.45,10
12709,555282,2011/6/2,9:04,47590A,5.45,20
12709,555282,2011/6/2,9:04,22354,3.75,10
12709,555282,2011/6/2,9:04,21592,1.25,24
12709,555282,2011/6/2,9:04,22197,0.85,12
12709,555282,2011/6/2,9:04,22333,1.65,10
12709,555282,2011/6/2,9:04,21094,0.85,20
12709,555282,2011/6/2,9:04,21086,0.65,50
12709,555282,2011/6/2,9:04,21080,0.85,40
12709,555282,2011/6/2,9:04,21212,0.55,24
12709,555282,2011/6/2,9:04,21238,0.85,16
12709,555282,2011/6/2,9:04,20658,1.25,20
12709,555282,2011/6/2,9:04,22243,1.65,12
12709,555282,2011/6/2,9:04,21121,1.25,24
12709,555282,2011/6/2,9:04,21124,1.25,24
12709,555282,2011/6/2,9:04,20685,7.95,5
12709,555282,2011/6/2,9:04,20979,1.25,32
12709,555282,2011/6/2,9:04,22467,2.55,20
12709,555282,2011/6/2,9:04,22627,7.65,12
12709,555282,2011/6/2,9:04,23210,1.25,24
12709,555282,2011/6/2,9:04,23213,1.25,12
12709,555282,2011/6/2,9:04,23212,1.25,12
12709,555282,2011/6/2,9:04,23169,4.15,6
12709,555282,2011/6/2,9:04,23168,1.25,12
12709,555282,2011/6/2,9:04,23118,7.5,2
12709,555282,2011/6/2,9:04,23111,12.5,1
12709,555282,2011/6/2,9:04,22979,1.45,12
12709,555282,2011/6/2,9:04,22980,1.65,12
12709,555282,2011/6/2,9:04,22989,3.25,24
12709,555282,2011/6/2,9:04,22907,0.85,24
12709,555282,2011/6/2,9:04,22965,2.1,12
12709,555282,2011/6/2,9:04,22960,3.75,24
12709,555282,2011/6/2,9:04,22666,2.55,24
12709,555282,2011/6/2,9:04,22961,1.45,48
12709,555282,2011/6/2,9:04,23219,1.25,1
12709,555282,2011/6/2,9:04,23224,0.83,1
12709,555282,2011/6/2,9:04,23221,0.83,1
12709,555282,2011/6/2,9:04,22948,0.85,4
12709,555282,2011/6/2,9:04,22944,1.25,6
12709,555282,2011/6/2,9:04,21809,1.25,1
12709,555282,2011/6/2,9:04,35953,1.25,4
12709,555282,2011/6/2,9:04,35961,0.85,1
12517,555383,2011/6/2,15:13,22998,0.42,4
12517,555383,2011/6/2,15:13,21125,1.25,2
12517,555383,2011/6/2,15:13,23004,0.42,4
12517,555383,2011/6/2,15:13,84991,0.55,2
12517,555383,2011/6/2,15:13,22951,0.55,4
12517,555383,2011/6/2,15:13,21212,0.55,6
12517,555383,2011/6/2,15:13,21213,0.55,3
12517,555383,2011/6/2,15:13,21977,0.55,5
12517,555383,2011/6/2,15:13,23309,0.55,4
12517,555383,2011/6/2,15:13,22417,0.55,6
12517,555383,2011/6/2,15:13,21975,0.55,6
12517,555383,2011/6/2,15:13,21976,0.55,6
12517,555383,2011/6/2,15:13,84991,0.55,6
12517,555383,2011/6/2,15:13,85099B,2.08,2
12517,555383,2011/6/2,15:13,22386,2.08,3
12517,555383,2011/6/2,15:13,20711,2.08,2
12517,555383,2011/6/2,15:13,22385,2.08,1
12517,555383,2011/6/2,15:13,20712,2.08,2
12517,555383,2011/6/2,15:13,22385,2.08,2
12517,555383,2011/6/2,15:13,21928,2.08,2
12517,555383,2011/6/2,15:13,85099F,2.08,4
12517,555383,2011/6/2,15:13,22411,2.08,4
12517,555383,2011/6/2,15:13,22551,1.65,4
12517,555383,2011/6/2,15:13,22553,1.65,3
12517,555383,2011/6/2,15:13,22557,1.65,3
12517,555383,2011/6/2,15:13,22556,1.65,4
12517,555383,2011/6/2,15:13,22554,1.65,5
12517,555383,2011/6/2,15:13,22652,1.65,5
12517,555383,2011/6/2,15:13,22379,2.1,2
12517,555383,2011/6/2,15:13,22380,2.1,3
12517,555383,2011/6/2,15:13,22381,2.1,3
12517,555383,2011/6/2,15:13,22650,1.45,4
12517,555383,2011/6/2,15:13,85049C,1.25,1
12517,555383,2011/6/2,15:13,23182,0.83,3
12517,555383,2011/6/2,15:13,21828,1.25,2
12517,555383,2011/6/2,15:13,22906,1.65,6
12517,555383,2011/6/2,15:13,84849D,1.69,4
12517,555383,2011/6/2,15:13,84849B,1.69,2
12517,555383,2011/6/2,15:13,21973,1.45,2
12517,555383,2011/6/2,15:13,84987,1.45,1
12517,555383,2011/6/2,15:13,21972,1.45,2
12517,555383,2011/6/2,15:13,84988,1.45,2
12517,555383,2011/6/2,15:13,21680,0.85,1
12517,555383,2011/6/2,15:13,21232,1.25,4
12517,555383,2011/6/2,15:13,22055,1.65,2
12517,555383,2011/6/2,15:13,37446,1.45,2
12517,555383,2011/6/2,15:13,21588,2.55,6
12517,555383,2011/6/2,15:13,21731,1.65,5
12517,555383,2011/6/2,15:13,23108,6.25,2
12517,555383,2011/6/2,15:13,22383,1.65,2
12517,555383,2011/6/2,15:13,22662,1.65,2
12517,555383,2011/6/2,15:13,22384,1.65,1
12517,555383,2011/6/2,15:13,22661,0.85,2
12517,555383,2011/6/2,15:13,20728,1.65,4
12517,555383,2011/6/2,15:13,20726,1.65,3
12517,555383,2011/6/2,15:13,22128,1.25,6
12517,555383,2011/6/2,15:13,22668,2.95,5
12517,555383,2011/6/2,15:13,47599A,2.1,4
12517,555383,2011/6/2,15:13,47599B,2.1,2
12517,555383,2011/6/2,15:13,22331,1.65,3
12517,555383,2011/6/2,15:13,22334,1.65,3
12517,555383,2011/6/2,15:13,21481,2.95,2
12517,555383,2011/6/2,15:13,22112,4.95,1
12517,555383,2011/6/2,15:13,21937,2.95,3
12517,555383,2011/6/2,15:13,21828,1.25,2
12517,555383,2011/6/2,15:13,22900,3.25,1
12517,555383,2011/6/2,15:13,47590A,5.45,2
12517,555383,2011/6/2,15:13,47590B,5.45,2
12517,555383,2011/6/2,15:13,22668,2.95,5
12517,555383,2011/6/2,15:13,21251,2.95,3
12517,555383,2011/6/2,15:13,21249,2.95,3
12517,555383,2011/6/2,15:13,21231,1.25,4
12517,555383,2011/6/2,15:13,22646,1.45,4
12517,555383,2011/6/2,15:13,23284,7.95,1
12517,555383,2011/6/2,15:13,22278,4.95,2
12517,555383,2011/6/2,15:13,22276,2.55,3
12517,555383,2011/6/2,15:13,21622,4.95,2
12517,555383,2011/6/2,15:13,22318,2.95,3
12517,555383,2011/6/2,15:13,22505,4.95,4
12517,555383,2011/6/2,15:13,21577,2.25,6
12517,555383,2011/6/2,15:13,22150,1.95,2
12517,555383,2011/6/2,15:13,22147,1.45,2
12517,555383,2011/6/2,15:13,22498,5.95,3
12517,555383,2011/6/2,15:13,20682,3.25,2
12517,555383,2011/6/2,15:13,20684,3.25,2
12517,555383,2011/6/2,15:13,21430,3.75,3
12517,555383,2011/6/2,15:13,20723,0.85,1
12517,555383,2011/6/2,15:13,20723,0.85,3
12517,555383,2011/6/2,15:13,22355,0.85,3
12517,555383,2011/6/2,15:13,22384,1.65,2
12517,555383,2011/6/2,15:13,20725,1.65,3
12517,555383,2011/6/2,15:13,21933,1.65,4
12517,555383,2011/6/2,15:13,20716,1.25,3
12517,555383,2011/6/2,15:13,20717,1.25,4
12517,555383,2011/6/2,15:13,21932,1.65,4
12517,555383,2011/6/2,15:13,22664,2.1,1
12517,555383,2011/6/2,15:13,21770,4.95,1
12517,555383,2011/6/2,15:13,22077,1.65,3
12517,555383,2011/6/2,15:13,21272,1.25,4
12517,555383,2011/6/2,15:13,22629,1.95,2
12517,555383,2011/6/2,15:13,22326,2.95,3
12517,555383,2011/6/2,15:13,22329,1.65,1
12517,555383,2011/6/2,15:13,22969,1.45,12
12517,555383,2011/6/2,15:13,72586,0.42,5
12517,555383,2011/6/2,15:13,20973,0.65,6
12517,555383,2011/6/2,15:13,20974,0.65,4
12517,555383,2011/6/2,15:13,21125,1.25,1
12517,555383,2011/6/2,15:13,21122,1.25,6
12517,555383,2011/6/2,15:13,21121,1.25,4
12517,555383,2011/6/2,15:13,21124,1.25,6
12517,555383,2011/6/2,15:13,23154,2.08,3
12517,555383,2011/6/2,15:13,23159,2.08,3
12517,555383,2011/6/2,15:13,85049D,1.25,4
12517,555383,2011/6/2,15:13,23006,0.42,4
12517,555383,2011/6/2,15:13,23003,0.42,8
12517,555383,2011/6/2,15:13,23156,2.08,3
12517,555383,2011/6/2,15:13,22399,1.25,3
12517,555383,2011/6/2,15:13,22398,1.25,3
12517,555383,2011/6/2,15:13,85049C,1.25,4
12517,555383,2011/6/2,15:13,22994,0.42,4
12517,555383,2011/6/2,15:13,22674,1.25,1
12517,555383,2011/6/2,15:13,23182,0.83,2
12517,555383,2011/6/2,15:13,22494,1.25,3
12517,555383,2011/6/2,15:13,22473,4.95,2
12517,555383,2011/6/2,15:13,22474,4.95,2
12517,555383,2011/6/2,15:13,21424,2.95,2
12517,555383,2011/6/2,15:13,21426,2.1,2
12517,555383,2011/6/2,15:13,22197,0.85,5
12517,555383,2011/6/2,15:13,22138,4.95,2
12517,555383,2011/6/2,15:13,22617,4.95,2
12517,555383,2011/6/2,15:13,23051,8.25,1
12517,555383,2011/6/2,15:13,23053,8.25,2
12517,555383,2011/6/2,15:13,22660,7.95,1
12517,555383,2011/6/2,15:13,20685,7.95,1
12676,555403,2011/6/2,18:06,47566B,4.95,4
12676,555403,2011/6/2,18:06,22668,2.95,5
12676,555403,2011/6/2,18:06,22437,0.85,20
12676,555403,2011/6/2,18:06,21122,1.25,24
12676,555403,2011/6/2,18:06,POST,40,1
12775,555407,2011/6/3,7:48,23226,1.25,24
12775,555407,2011/6/3,7:48,23227,1.25,24
12775,555407,2011/6/3,7:48,23228,1.25,24
12775,555407,2011/6/3,7:48,21390,1.25,24
12775,555407,2011/6/3,7:48,23061,1.25,36
12775,555407,2011/6/3,7:48,22297,1.25,24
12775,555407,2011/6/3,7:48,22296,1.65,36
12775,555407,2011/6/3,7:48,22294,1.25,24
12775,555407,2011/6/3,7:48,35961,0.85,24
12775,555407,2011/6/3,7:48,21385,0.85,24
12775,555407,2011/6/3,7:48,84970S,0.85,24
12775,555407,2011/6/3,7:48,84970L,0.95,24
12775,555407,2011/6/3,7:48,84406B,4.15,4
12775,555407,2011/6/3,7:48,23170,1.65,12
12775,555407,2011/6/3,7:48,POST,15,1
12601,555417,2011/6/3,10:17,22426,3.75,4
12601,555417,2011/6/3,10:17,85054,2.95,6
12601,555417,2011/6/3,10:17,23147,1.45,12
12601,555417,2011/6/3,10:17,POST,18,1
12779,555422,2011/6/3,10:37,23108,6.25,4
12455,555470,2011/6/3,11:33,POST,28,1
12455,555470,2011/6/3,11:33,22383,1.65,10
12455,555470,2011/6/3,11:33,21931,2.08,10
12455,555470,2011/6/3,11:33,84997D,4.15,4
12455,555470,2011/6/3,11:33,84997B,4.15,4
12455,555470,2011/6/3,11:33,84997C,4.15,4
12455,555470,2011/6/3,11:33,84997A,4.15,4
12455,555470,2011/6/3,11:33,23209,1.65,10
12455,555470,2011/6/3,11:33,23208,1.65,10
12455,555470,2011/6/3,11:33,20725,1.65,10
12455,555470,2011/6/3,11:33,23200,2.08,10
12455,555470,2011/6/3,11:33,85099B,2.08,10
12455,555470,2011/6/3,11:33,23203,2.08,20
12359,555477,2011/6/3,12:26,85099C,2.08,10
12359,555477,2011/6/3,12:26,22993,1.25,24
12359,555477,2011/6/3,12:26,23050,8.25,2
12359,555477,2011/6/3,12:26,23049,8.25,2
12359,555477,2011/6/3,12:26,23051,8.25,2
12359,555477,2011/6/3,12:26,23052,8.25,2
12359,555477,2011/6/3,12:26,23053,8.25,2
