15100,0,2010/12/1,9:09,21258,10.95,32
12431,0,2010/12/1,10:03,22941,8.5,6
12431,0,2010/12/1,10:03,21622,4.95,8
12431,0,2010/12/1,10:03,21791,1.25,12
12431,0,2010/12/1,10:03,35004C,5.45,6
12431,0,2010/12/1,10:03,35004G,6.35,4
12431,0,2010/12/1,10:03,85014B,5.95,6
12431,0,2010/12/1,10:03,85014A,5.95,3
12431,0,2010/12/1,10:03,22193,8.5,2
12431,0,2010/12/1,10:03,22726,3.75,4
12431,0,2010/12/1,10:03,22727,3.75,4
12431,0,2010/12/1,10:03,22192,8.5,2
12431,0,2010/12/1,10:03,22191,8.5,2
12431,0,2010/12/1,10:03,22195,1.65,24
12431,0,2010/12/1,10:03,22196,0.85,24
13705,0,2010/12/1,10:29,22150,1.95,6
13705,0,2010/12/1,10:29,22619,3.75,4
13705,0,2010/12/1,10:29,21891,1.25,12
13705,0,2010/12/1,10:29,21889,1.25,12
13705,0,2010/12/1,10:29,22827,165,1
13705,0,2010/12/1,10:29,22127,1.25,12
13705,0,2010/12/1,10:29,22128,1.25,12
13705,0,2010/12/1,10:29,22502,5.95,4
13705,0,2010/12/1,10:29,84879,1.69,16
13705,0,2010/12/1,10:29,22338,0.65,24
14307,0,2010/12/1,11:41,22537,0.42,24
14307,0,2010/12/1,11:41,22533,0.42,24
14307,0,2010/12/1,11:41,20982,0.85,12
14307,0,2010/12/1,11:41,21832,1.65,12
14307,0,2010/12/1,11:41,21915,1.25,12
14307,0,2010/12/1,11:41,21914,1.25,12
14307,0,2010/12/1,11:41,21544,0.85,12
14307,0,2010/12/1,11:41,22813,1.95,12
14307,0,2010/12/1,11:41,22114,3.95,4
14307,0,2010/12/1,11:41,84029E,3.75,4
14307,0,2010/12/1,11:41,21479,3.75,4
14307,0,2010/12/1,11:41,22964,2.1,6
14307,0,2010/12/1,11:41,84375,2.1,12
14307,0,2010/12/1,11:41,22418,0.85,24
14307,0,2010/12/1,11:41,22178,1.25,12
14307,0,2010/12/1,11:41,84970L,0.95,12
14307,0,2010/12/1,11:41,21733,2.95,6
14307,0,2010/12/1,11:41,22465,1.65,12
14307,0,2010/12/1,11:41,84949,1.65,6
14307,0,2010/12/1,11:41,20685,7.95,2
14307,0,2010/12/1,11:41,48194,7.95,2
14307,0,2010/12/1,11:41,22488,1.65,12
14307,0,2010/12/1,11:41,22219,0.85,12
14307,0,2010/12/1,11:41,84879,1.69,8
14307,0,2010/12/1,11:41,21754,5.95,3
14307,0,2010/12/1,11:41,21755,5.95,3
14307,0,2010/12/1,11:41,22766,2.95,8
14307,0,2010/12/1,11:41,22610,0.85,36
14307,0,2010/12/1,11:41,22716,0.42,12
14307,0,2010/12/1,11:41,22706,0.42,25
14307,0,2010/12/1,11:41,22371,4.25,4
14307,0,2010/12/1,11:41,85014B,5.95,3
14307,0,2010/12/1,11:41,85014A,5.95,3
14307,0,2010/12/1,11:41,84997B,3.75,6
14307,0,2010/12/1,11:41,21212,0.55,24
14307,0,2010/12/1,11:41,21210,1.45,12
14307,0,2010/12/1,11:41,22914,4.95,3
14307,0,2010/12/1,11:41,22553,1.65,12
14307,0,2010/12/1,11:41,16237,0.21,30
14307,0,2010/12/1,11:41,22714,0.42,12
14307,0,2010/12/1,11:41,22812,1.95,12
14307,0,2010/12/1,11:41,84347,2.55,6
14307,0,2010/12/1,11:41,21587,2.55,12
14307,0,2010/12/1,11:41,22736,1.65,10
14307,0,2010/12/1,11:41,22492,0.65,36
14307,0,2010/12/1,11:41,22620,1.25,12
14307,0,2010/12/1,11:41,22619,3.75,4
14307,0,2010/12/1,11:41,21705,1.65,12
17908,0,2010/12/1,11:45,90199C,6.35,3
17908,0,2010/12/1,11:45,21479,3.75,1
17908,0,2010/12/1,11:45,22111,4.95,1
17908,0,2010/12/1,11:45,22785,6.75,1
17908,0,2010/12/1,11:45,22975,1.25,1
17908,0,2010/12/1,11:45,22972,1.65,1
17908,0,2010/12/1,11:45,22866,2.1,1
17908,0,2010/12/1,11:45,22568,3.75,1
17908,0,2010/12/1,11:45,85116,2.1,1
17908,0,2010/12/1,11:45,22664,2.1,1
17908,0,2010/12/1,11:45,21609,2.95,1
17908,0,2010/12/1,11:45,21866,1.25,1
17908,0,2010/12/1,11:45,20669,1.25,1
17908,0,2010/12/1,11:45,90129F,2.95,1
17908,0,2010/12/1,11:45,90210B,2.95,1
17908,0,2010/12/1,11:45,90199C,6.35,1
17908,0,2010/12/1,11:45,21955,7.95,1
17908,0,2010/12/1,11:45,72802C,4.25,1
17908,0,2010/12/1,11:45,22109,3.75,1
17908,0,2010/12/1,11:45,85116,2.1,5
17908,0,2010/12/1,11:45,22531,0.42,1
17908,0,2010/12/1,11:45,21811,1.25,1
17908,0,2010/12/1,11:45,22183,6.75,1
17908,0,2010/12/1,11:45,21678,0.85,6
17908,0,2010/12/1,11:45,21676,0.85,6
17908,0,2010/12/1,11:45,84625A,2.95,1
17908,0,2010/12/1,11:45,84625C,2.95,3
17908,0,2010/12/1,11:45,21931,1.95,2
17908,0,2010/12/1,11:45,85169B,1.25,12
17908,0,2010/12/1,11:45,16238,0.21,28
17908,0,2010/12/1,11:45,20668,0.12,24
17908,0,2010/12/1,11:45,84906,5.95,1
17908,0,2010/12/1,11:45,21867,1.25,1
17908,0,2010/12/1,11:45,22075,1.65,1
17908,0,2010/12/1,11:45,21866,1.25,1
17908,0,2010/12/1,11:45,21326,0.65,12
17908,0,2010/12/1,11:45,21065,5.95,1
17908,0,2010/12/1,11:45,22074,1.65,1
17908,0,2010/12/1,11:45,22900,2.95,1
17908,0,2010/12/1,11:45,20713,1.95,1
17908,0,2010/12/1,11:45,20966,1.25,2
17908,0,2010/12/1,11:45,21116,4.95,1
17908,0,2010/12/1,11:45,90199C,6.35,2
