14688,0,2010/12/1,9:37,22386,1.95,10
14688,0,2010/12/1,9:37,85099C,1.95,10
14688,0,2010/12/1,9:37,21033,2.95,10
14688,0,2010/12/1,9:37,20723,0.85,10
14688,0,2010/12/1,9:37,84997B,3.75,12
14688,0,2010/12/1,9:37,84997C,3.75,6
14688,0,2010/12/1,9:37,21094,0.85,12
14688,0,2010/12/1,9:37,20725,1.65,10
14688,0,2010/12/1,9:37,21559,2.55,6
14688,0,2010/12/1,9:37,22352,2.55,6
14688,0,2010/12/1,9:37,21212,0.42,120
14688,0,2010/12/1,9:37,21975,0.55,24
14688,0,2010/12/1,9:37,21977,0.55,24
14688,0,2010/12/1,9:37,84991,0.55,24
14688,0,2010/12/1,9:37,84519A,2.95,6
14688,0,2010/12/1,9:37,85183B,1.25,48
14688,0,2010/12/1,9:37,85071B,0.38,96
14688,0,2010/12/1,9:37,21931,1.95,10
14688,0,2010/12/1,9:37,21929,1.95,10
16098,0,2010/12/1,9:45,10002,0.85,12
16098,0,2010/12/1,9:45,21912,3.75,8
16098,0,2010/12/1,9:45,21832,1.65,12
16098,0,2010/12/1,9:45,22411,1.95,10
16098,0,2010/12/1,9:45,22379,2.1,10
16098,0,2010/12/1,9:45,22381,1.85,50
16098,0,2010/12/1,9:45,22798,2.95,8
16098,0,2010/12/1,9:45,22726,3.75,4
16098,0,2010/12/1,9:45,22926,5.95,12
16098,0,2010/12/1,9:45,22839,14.95,2
16098,0,2010/12/1,9:45,22838,14.95,2
16098,0,2010/12/1,9:45,22783,16.95,4
17420,0,2010/12/1,9:56,22783,19.95,1
17420,0,2010/12/1,9:56,22961,1.45,12
17420,0,2010/12/1,9:56,22960,4.25,6
17420,0,2010/12/1,9:56,22663,1.95,10
17420,0,2010/12/1,9:56,85049A,1.25,12
17420,0,2010/12/1,9:56,22168,8.5,2
17420,0,2010/12/1,9:56,22662,1.65,10
13747,0,2010/12/1,10:37,22180,9.95,8
12838,0,2010/12/1,11:57,22952,0.55,10
12838,0,2010/12/1,11:57,22910,2.95,5
12838,0,2010/12/1,11:57,22739,1.65,3
12838,0,2010/12/1,11:57,22738,1.65,3
12838,0,2010/12/1,11:57,22736,1.65,3
12838,0,2010/12/1,11:57,22909,0.85,5
12838,0,2010/12/1,11:57,35591T,1.25,2
12838,0,2010/12/1,11:57,22186,2.95,5
12838,0,2010/12/1,11:57,22695,1.45,3
12838,0,2010/12/1,11:57,22470,2.95,1
12838,0,2010/12/1,11:57,22580,5.95,1
12838,0,2010/12/1,11:57,22469,1.65,5
12838,0,2010/12/1,11:57,22147,1.45,4
12838,0,2010/12/1,11:57,22130,0.85,6
12838,0,2010/12/1,11:57,21791,1.25,3
12838,0,2010/12/1,11:57,22694,2.1,5
12838,0,2010/12/1,11:57,21790,0.85,3
12838,0,2010/12/1,11:57,22149,2.1,4
12838,0,2010/12/1,11:57,22900,2.95,3
12838,0,2010/12/1,11:57,22961,1.45,3
12838,0,2010/12/1,11:57,22321,0.85,12
12838,0,2010/12/1,11:57,22594,0.85,5
12838,0,2010/12/1,11:57,22593,0.85,4
12838,0,2010/12/1,11:57,22595,0.85,6
12838,0,2010/12/1,11:57,21986,0.29,12
